Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
1452,37.621517,-122.379326,94128,CA,California,2019,2019-08-01T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),female
1453,38.878868,-77.222216,22043,VA,Virginia,2019,2019-09-24T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1454,40.642697,-73.9599957,11226,NY,New York,2019,2019-10-01T00:00:00,Legislative Discrimination,bias-related incident (targeting individual or specific group),female
1455,40.503244,74.873196,8822,NJ,New Jersey,2019,2019-10-02T00:00:00,Hate Speech,public speech (political figures),male
1456,26.6769,-80.0369,33480,FL,Florida,2019,2019-10-05T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1457,32.7246,-117.1677,92101,CA,California,2019,2019-10-06T00:00:00,Assault,crimes against people,female
1458,40.7028,-74.0061,10006,NY,New York,2019,2019-09-21T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1459,44.3071,-69.7817,4330,ME,Maine,2019,2019-10-15T00:00:00,Hate Speech,public campaigns (targeting community),male and female
1460,26.6769,-80.0369,33480,FL,Florida,2019,2019-11-23T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1461,39.754,-75.61,19805,DE,Delaware,2019,2019-10-17T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1462,26.7095,-80.149,33411,FL,Florida,2019,2019-01-01T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1463,39.0366,-94.6384,66205,KS,Kansas,2019,2019-10-18T00:00:00,Hate Speech,public speech (political figures),male and female
1464,40.6212,-74.0262,11209,NY,New York,2019,2019-10-21T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1465,41.0564,-83.6656,45840,OH,Ohio,2019,2019-10-23T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
1466,46.8208,-100.7835,58505,ND,North Dakota,2019,2019-10-21T00:00:00,Hate Speech,public speech (political figures),male and female
1467,40.8357,-73.8602,10462,NY,New York,2019,2019-10-23T00:00:00,Assault,crimes against people,male
1468,41.3166,-80.7258,44410,OH,Ohio,2019,2019-10-29T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1469,32.7101,-117.0632,92114,CA,California,2019,2019-10-17T00:00:00,Assault,bias-related incident (targeting individual or specific group),male
1470,32.8073,-79.9512,29403,SC,South Carolina,2020,2020-02-13T00:00:00,Vandalism,crimes against property,male and female
1471,40.4861,-86.1296,46901,IN,Indiana,2019,2019-02-05T00:00:00,Hate Speech,public speech (political figures),male and female
1472,39.7483,-105.0075,80204,CO,Colorado,2019,2019-11-05T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1473,41.5781,-87.8392,60487,IL,Illinois,2019,2019-11-14T00:00:00,Qur'an Desecration,bias-related incident (targeting individual or specific group),male
1474,42.9119,-78.8083,14211,NY,New York,2019,2019-10-31T00:00:00,Violent Incident,crimes against people,male and female
1475,45.1136,-95.0511,56201,MN,Minnesota,2019,2019-11-07T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1476,42.3238,-83.2357,48128,MI,Michigan,2019,2019-11-12T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1477,40.621,-74.0296,11209,NY,New York,2019,2019-05-16T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1478,39.7593,-104.9729,80205,CO,Colorado,2019,2019-11-14T00:00:00,Violent Threat,crimes against people,male
1479,40.5863,-74.1584,10314,NY,New York,2019,2019-11-15T00:00:00,Assault,crimes against people,female
1480,41.8061,-72.5438,6042,CT,Connecticut,2019,2019-11-20T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1481,39.3717,-104.8624,80104,CO,Colorado,2019,2019-11-25T00:00:00,Hate Speech,public speech (political figures),male and female
1482,40.75,-73.9396,11101,NY,New York,2019,2019-11-25T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
1483,44.9745,-93.2652,55415,MN,Minnesota,2019,2019-11-28T00:00:00,Hate Speech,public speech (political figures),female
1484,44.8388,-93.2484,55425,MN,Minnesota,2019,2019-12-04T00:00:00,Violent Incident,crimes against property,male
1485,33.8716,-118.3559,90278,CA,California,2019,2019-11-26T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1486,41.7317,-87.5859,60617,IL,Illinois,2019,2019-11-29T00:00:00,Arson,crimes against property,male and female
1487,39.7435,-105.0059,80204,CO,Colorado,2019,2019-12-03T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1488,35.611,-82.3054,28711,NC,North Carolina,2019,2019-12-06T00:00:00,Violent Threat,crimes against people,male
1489,38.4264,-121.3409,95624,CA,California,2019,2019-12-07T00:00:00,Assault,bias-related incident (targeting individual or specific group),female
1490,32.9668,-117.1485,92129,CA,California,2019,2019-12-12T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1491,44.9323,-93.0054,55119,MN,Minnesota,2019,2019-12-19T00:00:00,Burglary,bias-related incident (targeting individual or specific group),male and female
1492,35.914,-78.7573,27617,NC,North Carolina,2019,2019-12-20T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),male
1493,28.364,-82.1887,33525,FL,Florida,2019,2019-12-19T00:00:00,Harassment,crimes against people,male and female
1494,41.0064,-85.1021,46816,IN,Indiana,2019,2019-12-20T00:00:00,Land-Use Discrimination,public campaigns (targeting community),male and female
1495,30.438,-84.2836,32301,FL,Florida,2019,2019-12-27T00:00:00,Hate Speech,public speech (political figures),male and female
1496,38.9035,-77.061,20007,DC,District of Columbia,2019,2019-08-20T00:00:00,Violent Threat,crimes against people,male and female
1497,34.0603,-118.2311,90012,CA,California,2019,2019-08-27T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
1498,36.4255,-89.6995,63873,MO,Missouri,2019,2019-11-12T00:00:00,Hate Speech,public speech (political figures),male and female
1499,40.6431,-73.7821,11430,NY,New York,2019,2019-09-13T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male
1500,32.8737,-97.3762,76179,TX,Texas,2019,2019-12-30T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1501,35.2828,-120.6627,93401,CA,California,2020,2020-01-02T00:00:00,Hate Speech,public speech (political figures),male and female
1502,43.0407,-87.9069,53202,WI,Wisconsin,2019,2019-09-13T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
1503,39.8585,-77.1586,17325,PA,Pennsylvania,2020,2020-01-03T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male and female
1504,39.893,-75.0879,8106,NJ,New Jersey,2019,2019-12-30T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1505,44.9804,-93.1718,55108,MN,Minnesota,2019,2019-08-28T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),female
1506,44.8544,-93.2645,55420,MN,Minnesota,2019,2019-12-12T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1507,40.751,-73.9974,10001,NY,New York,2019,2019-10-22T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),male
1508,40.4861,-86.2195,46901,IN,Indiana,2020,2020-01-17T00:00:00,Hate Speech,public speech (political figures),male and female
1509,33.9781,-117.3342,92507,CA,California,2020,2020-01-10T00:00:00,Violent Threat,crimes against people,male and female
1510,40.06,-82.9113,43219,OH,Ohio,2020,2020-01-02T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1511,30.2024,-92.051,70503,LA,Louisiana,2020,2020-01-23T00:00:00,Vandalism,crimes against property,male and female
1512,38.1865,-84.8754,40601,KY,Kentucky,2020,2020-01-20T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1513,42.367,-71.1056,2139,MA,Massachusetts,2020,2020-01-10T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
1514,32.8073,-79.9511,29403,SC,South Carolina,2020,2020-01-19T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
1515,32.8073,-79.9511,29403,SC,South Carolina,2020,2020-01-30T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
1516,34.5723,-118.0602,93550,CA,California,2020,2020-02-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1517,45.5192,-122.6817,97205,OR,Oregon,2019,2019-11-12T00:00:00,Assault,crimes against people,female
1518,43.0135,-85.5882,49525,MI,Michigan,2020,2020-01-30T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1519,40.9194,-74.1706,7505,NJ,New Jersey,2020,2020-03-02T00:00:00,Violent Threat,crimes against people,male
1520,39.5048,-76.2596,21015,MD,Maryland,2020,2020-03-03T00:00:00,Land-Use Discrimination,public campaigns (targeting community),male and female
1521,39.2491,-76.6474,21227,MD,Maryland,2020,2020-02-12T00:00:00,Arson,crimes against property,male and female
1522,25.8874,-80.1311,33154,FL,Florida,2020,2020-01-16T00:00:00,Hate Speech,public speech (political figures),male and female
1523,39.4813,-84.4155,45044,OH,Ohio,2020,2020-01-19T00:00:00,Assault,crimes against people,male
1524,28.3322,-81.4827,34746,FL,Florida,2020,2020-03-02T00:00:00,Harassment,crimes against people,male and female
1525,34.1828,-117.3264,92407,CA,California,2020,2020-02-25T00:00:00,Hate Speech,public campaigns (targeting community),male and female
1526,39.5164,-75.6113,19709,DE,Delaware,2020,2020-03-04T00:00:00,Land-Use Discrimination,public campaigns (targeting community),male and female
1527,44.9972,-93.2883,55411,MN,Minnesota,2020,2020-03-07T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),male and female
1528,39.943,-75.1224,8103,NJ,New Jersey,2020,2020-03-09T00:00:00,Hate Speech,public speech (political figures),male and female
1529,40.8956,-74.1632,7503,NJ,New Jersey,2020,2020-03-12T00:00:00,Burglary,bias-related incident (targeting individual or specific group),male and female
1530,40.6754,-111.867,84107,UT,Utah,2020,2020-03-26T00:00:00,Assault,crimes against people,male
1531,40.8333,-75.7123,18235,PA,Pennsylvania,2020,2020-03-27T00:00:00,Violent Threat,crimes against people,male and female
1532,41.5906,-93.6037,50319,IA,Iowa,2020,2020-04-13T00:00:00,Hate Speech,public speech (political figures),male and female
1533,40.6393,-73.9961,11219,NY,New York,2020,2020-03-20T00:00:00,Assault,bias-related incident (targeting individual or specific group),male
1534,37.3077,-89.5357,63701,MO,Missouri,2020,2020-03-28T00:00:00,Arson,crimes against property,male and female
1535,44.0372,-75.8519,13616,NY,New York,2020,2020-06-08T00:00:00,Burglary,bias-related incident (targeting individual or specific group),male and female
1536,25.8107,-80.3109,33166,FL,Florida,2020,2020-06-10T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),female
1537,36.1574,-86.7869,37203,TN,Tennessee,2020,2020-06-17T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
1538,33.7489,-84.3881,30303,GA,Georgia,2020,2020-06-17T00:00:00,Hate Speech,public speech (political figures),male and female
1539,39.8917,-86.2486,46268,IN,Indiana,2020,2019-12-26T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),male
1540,42.4772,-83.0621,48091,MI,Michigan,2020,2020-07-10T00:00:00,Vandalism,crimes against property,male and female
1541,39.1239,-94.8123,66111,MO,Missouri,2020,2020-07-16T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1542,44.9771,-93.2654,55415,MN,Minnesota,2020,2020-07-17T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male
1543,,,,,,,,,,
1544,,,,,,,,,,
1545,,,,,,,,,,
1546,,,,,,,,,,
1547,,,,,,,,,,
1548,,,,,,,,,,
1549,,,,,,,,,,
1550,,,,,,,,,,
1551,,,,,,,,,,
1552,,,,,,,,,,
1553,,,,,,,,,,
1554,,,,,,,,,,
1555,,,,,,,,,,
1556,,,,,,,,,,
1557,,,,,,,,,,
1558,,,,,,,,,,
1559,,,,,,,,,,
1560,,,,,,,,,,
1561,,,,,,,,,,
1562,,,,,,,,,,
1563,,,,,,,,,,
1564,,,,,,,,,,
1565,,,,,,,,,,
1566,,,,,,,,,,
1567,,,,,,,,,,
1568,,,,,,,,,,
1569,,,,,,,,,,
1570,,,,,,,,,,
1571,,,,,,,,,,
1572,,,,,,,,,,
1573,,,,,,,,,,
1574,,,,,,,,,,
1575,,,,,,,,,,
1576,,,,,,,,,,
1577,,,,,,,,,,
